Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Statement - title = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 69.0.3497.92,,2018-09-15 21:36:23,2018-09-15 21:36:23,0.020s,PASSED
verifyMatch,Chrome 69.0.3497.92,,2018-09-15 21:36:23,2018-09-15 21:36:23,0.000s,PASSED
verifyTextNotPresent,Chrome 69.0.3497.92,,2018-09-15 21:36:23,2018-09-15 21:36:24,0.664s,FAILED
,,,,,,
Test Cases/HomePage/CheckVblogLink,Chrome 69.0.3497.92,This test case tries to login with invalid username and password,2018-09-15 21:36:24,2018-09-15 21:36:40,16.719s,PASSED
openBrowser,Chrome 69.0.3497.92,,2018-09-15 21:36:24,2018-09-15 21:36:27,2.914s,PASSED
navigateToUrl,Chrome 69.0.3497.92,,2018-09-15 21:36:27,2018-09-15 21:36:33,5.956s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 21:36:33,2018-09-15 21:36:33,0.198s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 21:36:33,2018-09-15 21:36:33,0.181s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 21:36:33,2018-09-15 21:36:37,4.213s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 21:36:37,2018-09-15 21:36:39,1.952s,PASSED
Statement - title = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 69.0.3497.92,,2018-09-15 21:36:39,2018-09-15 21:36:39,0.018s,PASSED
verifyMatch,Chrome 69.0.3497.92,,2018-09-15 21:36:39,2018-09-15 21:36:39,0.003s,PASSED
verifyTextPresent,Chrome 69.0.3497.92,,2018-09-15 21:36:39,2018-09-15 21:36:40,0.360s,PASSED
closeBrowser,Chrome 69.0.3497.92,,2018-09-15 21:36:40,2018-09-15 21:36:40,0.734s,PASSED
,,,,,,
Test Cases/HomePage/LogoutButtonCheck,Chrome 69.0.3497.92,This test case tries to login with invalid username and password,2018-09-15 21:36:40,2018-09-15 21:36:55,14.961s,PASSED
openBrowser,Chrome 69.0.3497.92,,2018-09-15 21:36:41,2018-09-15 21:36:43,2.183s,PASSED
navigateToUrl,Chrome 69.0.3497.92,,2018-09-15 21:36:43,2018-09-15 21:36:47,4.343s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 21:36:47,2018-09-15 21:36:47,0.210s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 21:36:47,2018-09-15 21:36:48,0.198s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 21:36:48,2018-09-15 21:36:53,5.660s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 21:36:53,2018-09-15 21:36:55,1.294s,PASSED
Statement - title = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 69.0.3497.92,,2018-09-15 21:36:55,2018-09-15 21:36:55,0.021s,PASSED
verifyMatch,Chrome 69.0.3497.92,,2018-09-15 21:36:55,2018-09-15 21:36:55,0.005s,PASSED
closeBrowser,Chrome 69.0.3497.92,,2018-09-15 21:36:55,2018-09-15 21:36:55,0.758s,PASSED
